EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5949.0,7860.0,6456.0,2684.0,1656.0,2324.0,3164.0,2228.0,1896.0,3044.0,3100.0,1688.0,2564.0,4068.0,4148.0,2028.0,3652.0,3664.0,2196.0,1796.0,9612.0,4088.0,2060.0,4208.0,7140.0,5816.0,3276.0,2540.0,1844.0,3776.0,4236.0,5680.0,6328.0,2044.0,2132.0,1168.0,2564.0,1704.0,3364.0,3348.0,2244.0,3648.0,3700.0,5160.0,1748.0,5096.0,2684.0,2892.0,6368.0,1648.0,2016-03-05 17:15:02,1366.0,768.0,103.0,180.0,12,3,AU,-27.0,133.0
3.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,16507.0,4288.0,4308.0,4362.0,3524.0,4198.0,4374.0,2625.0,3562.0,3287.0,4691.0,6013.0,5216.0,6177.0,4323.0,10152.0,3845.0,3319.0,4985.0,2528.0,6639.0,3922.0,3577.0,4838.0,7276.0,12624.0,8225.0,7259.0,3311.0,3323.0,4277.0,3483.0,3280.0,7551.0,9014.0,4690.0,6664.0,3270.0,2133.0,3572.0,6142.0,6760.0,7208.0,4599.0,3676.0,4391.0,6752.0,3614.0,2999.0,3808.0,2016-03-05 17:16:24,360.0,640.0,34.0,264.0,14,1,CA,43.6425,-79.3872
4.0,3.0,5.0,2.0,5.0,1.0,5.0,2.0,5.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,6162.0,3288.0,1713.0,4496.0,2657.0,1793.0,2840.0,3968.0,1760.0,3770.0,2840.0,3720.0,5273.0,1384.0,1641.0,2616.0,4384.0,1424.0,2215.0,1856.0,4738.0,2104.0,2545.0,2969.0,4800.0,2784.0,3016.0,2945.0,7761.0,1871.0,1239.0,3201.0,2103.0,3144.0,2624.0,3448.0,2441.0,3688.0,1960.0,1896.0,3089.0,3448.0,4625.0,2032.0,1960.0,2785.0,2497.0,2593.0,7377.0,1761.0,2016-03-05 17:16:47,1920.0,1080.0,15.0,155.0,6,1,CA,43.4244,-80.3364
3.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,9440.0,2251.0,3317.0,4402.0,3596.0,6789.0,4033.0,7721.0,6868.0,3671.0,4102.0,2383.0,2034.0,7955.0,2388.0,10303.0,2484.0,2832.0,2835.0,10373.0,1018.0,2768.0,6256.0,3184.0,6522.0,2598.0,4201.0,3501.0,5067.0,3348.0,8984.0,4336.0,2298.0,2667.0,8836.0,7073.0,3152.0,4605.0,3488.0,4753.0,3353.0,6540.0,4369.0,6858.0,3332.0,6589.0,5070.0,3003.0,4436.0,1483.0,2016-03-05 17:17:22,375.0,667.0,18.0,234.0,6,1,GB,51.5585,0.0106
1.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,5.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,28447.0,1853.0,1768.0,1105.0,1034.0,1270.0,1200.0,638.0,382.0,605.0,940.0,1024.0,899.0,789.0,2116.0,2156.0,636.0,667.0,12483.0,717.0,1060.0,1183.0,1301.0,621.0,681.0,994.0,688.0,639.0,599.0,1781.0,1201.0,1412.0,2643.0,1110.0,525.0,134783.0,946.0,1083.0,1904.0,795.0,1054.0,2305.0,652.0,499.0,806.0,508.0,873.0,1177.0,820.0,712.0,2016-03-05 17:19:33,320.0,570.0,303.0,228.0,7,2,CA,43.6425,-79.3872
1.0,5.0,2.0,5.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,5.0,2.0,5.0,3.0,4291.0,2457.0,2899.0,3814.0,4902.0,21277.0,4256.0,1428.0,5020.0,1790.0,3474.0,1923.0,2326.0,2937.0,3252.0,1520.0,5836.0,1519.0,1982.0,1469.0,3543.0,3695.0,3946.0,7146.0,1641.0,2818.0,3642.0,3522.0,2374.0,2275.0,4079.0,3595.0,2295.0,1641.0,3219.0,8483.0,1398.0,3039.0,1720.0,3088.0,2919.0,2365.0,2205.0,3353.0,4607.0,6209.0,2012.0,2345.0,2113.0,1629.0,2016-03-05 17:19:52,1366.0,768.0,921.0,177.0,10,1,US,47.0558,-122.5969
2.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,3730.0,3584.0,4459.0,4932.0,4992.0,1933.0,5223.0,3371.0,5021.0,9107.0,3040.0,2687.0,3131.0,3894.0,4498.0,2033.0,4014.0,2847.0,5384.0,3653.0,3563.0,3140.0,4550.0,2767.0,5364.0,5363.0,3702.0,3129.0,2737.0,11018.0,4318.0,2295.0,4237.0,3261.0,3361.0,2425.0,2103.0,3612.0,4226.0,4356.0,3180.0,7961.0,4328.0,3512.0,2958.0,4216.0,4628.0,2797.0,3793.0,2495.0,2016-03-05 17:20:04,1366.0,768.0,3.0,205.0,15,1,GB,51.1063,-0.4502
1.0,4.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,2123.0,1130.0,1061.0,842.0,9219.0,1441.0,6565.0,1288.0,2368.0,1275.0,3197.0,2044.0,1742.0,4431.0,1911.0,1333.0,2704.0,1396.0,1478.0,972.0,1816.0,1970.0,6382.0,972.0,2116.0,1395.0,974.0,1792.0,2860.0,1214.0,1118.0,1431.0,854.0,1588.0,3895.0,1168.0,1695.0,947.0,1575.0,1396.0,1456.0,2296.0,949.0,1104.0,1576.0,1923.0,1298.0,5687.0,949.0,793.0,2016-03-05 17:22:13,1138.0,640.0,3.0,105.0,13,52,GB,51.5,-0.13
1.0,3.0,1.0,5.0,3.0,2.0,2.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,3036.0,1432.0,3426.0,1285.0,6355.0,2544.0,2665.0,1432.0,2609.0,1336.0,1342.0,2246.0,1026.0,1496.0,1117.0,5016.0,870.0,2694.0,1474.0,1839.0,2710.0,1218.0,2398.0,1654.0,2294.0,635.0,2338.0,1471.0,1533.0,3103.0,2527.0,3577.0,2612.0,1411.0,3074.0,2650.0,1542.0,1619.0,3362.0,1137.0,1068.0,1560.0,1104.0,1793.0,3053.0,4959.0,1227.0,1854.0,1127.0,2005.0,2016-03-05 17:22:52,1366.0,768.0,24.0,110.0,12,2,CA,43.4529,-80.5281
1.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,5.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,5.0,1.0,4.0,2.0,5.0,2.0,5.0,3.0,9104.0,5717.0,1159.0,5319.0,4081.0,5169.0,2249.0,8014.0,7136.0,3018.0,6516.0,3016.0,1283.0,4500.0,3065.0,3134.0,7615.0,1917.0,4264.0,3352.0,3567.0,4434.0,7874.0,3000.0,5202.0,3483.0,14584.0,9285.0,4914.0,6297.0,5035.0,5551.0,6050.0,3782.0,7101.0,4182.0,5103.0,7268.0,6153.0,6000.0,2651.0,3884.0,2783.0,3069.0,1967.0,3168.0,7551.0,4617.0,4069.0,5733.0,2016-03-05 17:24:07,320.0,568.0,11.0,252.0,20,1,AU,-27.0,133.0
2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,5.0,4.0,5.0,4105.0,3517.0,2291.0,5174.0,2597.0,3696.0,3446.0,4546.0,2943.0,2602.0,1934.0,4124.0,2179.0,3694.0,3875.0,2046.0,2214.0,2328.0,1978.0,4117.0,3467.0,3040.0,2126.0,3309.0,3405.0,3402.0,4907.0,3631.0,5483.0,2724.0,2231.0,3349.0,3792.0,3109.0,6573.0,3664.0,2893.0,6192.0,3068.0,5002.0,2389.0,3527.0,2385.0,4543.0,3663.0,2499.0,3470.0,4280.0,4602.0,2251.0,2016-03-05 17:24:37,962.0,601.0,3.0,174.0,3,1,US,39.0834,-78.2181
2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2796.0,636.0,1430.0,1743.0,15803.0,829.0,6282.0,1574.0,1600.0,937.0,1623.0,1298.0,1755.0,2043.0,1719.0,7642.0,2748.0,9040.0,2105.0,2213.0,1021.0,985.0,1792.0,1154.0,66105.0,1071.0,1539.0,1310.0,1215.0,1036.0,1575.0,2333.0,1659.0,686.0,1334.0,1575.0,1700.0,7322.0,3295.0,1731.0,1444.0,3134.0,1106.0,1827.0,674.0,2284.0,1828.0,1744.0,1708.0,1407.0,2016-03-05 17:25:19,1138.0,640.0,3.0,185.0,7,52,GB,51.5,-0.13
3.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,4.0,1.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,6378.0,6281.0,4837.0,5342.0,3899.0,3437.0,4206.0,3526.0,5083.0,6667.0,2777.0,3336.0,3059.0,2485.0,7087.0,3510.0,9132.0,4504.0,3372.0,2039.0,2683.0,2585.0,4678.0,4400.0,4097.0,2644.0,3570.0,8294.0,3237.0,5335.0,3135.0,4224.0,5985.0,3291.0,5922.0,5406.0,3485.0,3614.0,6891.0,2836.0,3649.0,4710.0,3501.0,4571.0,2636.0,3184.0,4270.0,5240.0,4618.0,4637.0,2016-03-05 17:25:22,1280.0,800.0,61.0,219.0,14,1,US,35.0585,-106.6236
1.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,1.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,3.0,3.0,5.0,5.0,9576.0,6208.0,2776.0,7880.0,4440.0,4528.0,8767.0,4649.0,5873.0,4968.0,3328.0,4272.0,7224.0,4424.0,4648.0,2040.0,3624.0,4664.0,2376.0,2720.0,5137.0,2832.0,4360.0,2960.0,5000.0,3408.0,4705.0,3736.0,7936.0,3928.0,5352.0,9560.0,4440.0,6080.0,10240.0,10200.0,4176.0,7896.0,4208.0,5568.0,5680.0,6704.0,5344.0,8272.0,2712.0,5008.0,7079.0,3495.0,4616.0,3168.0,2016-03-05 17:26:55,1360.0,768.0,6.0,265.0,18,1,CA,50.6667,-120.3333
3.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,1.0,4.0,5.0,1.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,5.0,6003.0,3120.0,2208.0,4084.0,1795.0,3416.0,4130.0,2362.0,1966.0,8152.0,7528.0,4830.0,1064.0,2005.0,2727.0,2717.0,2637.0,2422.0,2555.0,2153.0,5384.0,3715.0,3667.0,2262.0,2656.0,1675.0,3438.0,2460.0,3896.0,4130.0,6137.0,4461.0,2024.0,7083.0,2238.0,6036.0,2559.0,2028.0,1809.0,7293.0,3074.0,14323.0,2472.0,3724.0,1860.0,2259.0,1414.0,2251.0,7474.0,8125.0,2016-03-05 17:27:20,1366.0,768.0,248.0,192.0,11,1,US,33.8312,-117.6053
2.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,4.0,1.0,4.0,5.0,3.0,3.0,5.0,4.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,4.0,2.0,5.0,8139.0,3862.0,4872.0,5930.0,61558.0,4275.0,6205.0,5397.0,4195.0,6762.0,4459.0,2372.0,3222.0,3088.0,3539.0,4633.0,16428.0,5181.0,4240.0,1043.0,4348.0,4386.0,2693.0,3394.0,4389.0,5510.0,7717.0,12617.0,5725.0,4587.0,3062.0,4042.0,3188.0,4362.0,6320.0,15158.0,3811.0,3814.0,11630.0,5375.0,3802.0,5456.0,2923.0,709.0,6925.0,3761.0,15710.0,3301.0,3638.0,6200.0,2016-03-05 17:27:41,360.0,640.0,54.0,329.0,9,11,US,37.4192,-122.0574
5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,3447.0,3446.0,1420.0,6184.0,3761.0,1502.0,2439.0,3679.0,2241.0,2724.0,1671.0,1288.0,3562.0,2656.0,5014.0,4193.0,3710.0,1939.0,2358.0,1721.0,5997.0,1501.0,3811.0,2356.0,4828.0,2356.0,3293.0,1852.0,5028.0,3927.0,4327.0,4027.0,1903.0,2692.0,3226.0,7505.0,5480.0,1972.0,2625.0,2507.0,2456.0,3141.0,2905.0,3877.0,4045.0,1238.0,1755.0,2139.0,1735.0,2091.0,2016-03-05 17:28:44,1440.0,900.0,5.0,158.0,10,1,AU,-27.0,133.0
4.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,2611.0,1453.0,1371.0,2741.0,8820.0,1780.0,6996.0,5872.0,2332.0,2006.0,1299.0,2271.0,1719.0,1504.0,2728.0,2583.0,1731.0,9089.0,1741.0,2103.0,1458.0,1480.0,2284.0,2214.0,2301.0,3669.0,2336.0,1827.0,1382.0,1432.0,937.0,1685.0,1045.0,863.0,2333.0,2092.0,2209.0,1744.0,3117.0,1252.0,1888.0,1142.0,1659.0,1226.0,1275.0,3586.0,4893.0,1875.0,1527.0,1406.0,2016-03-05 17:29:05,1138.0,640.0,5.0,123.0,5,52,GB,51.5,-0.13
1.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0,4.0,4.0,4135.0,2377.0,3536.0,3352.0,3776.0,1879.0,2665.0,1504.0,1903.0,1696.0,3928.0,2583.0,2777.0,1657.0,2112.0,5184.0,2144.0,1887.0,2329.0,1784.0,2112.0,800.0,1992.0,1265.0,2840.0,4249.0,3927.0,1656.0,2833.0,4767.0,4391.0,2560.0,3943.0,2983.0,2152.0,5799.0,2272.0,1873.0,4912.0,3280.0,1080.0,2545.0,1791.0,2263.0,1648.0,4240.0,2584.0,2289.0,1656.0,2520.0,2016-03-05 17:30:32,1920.0,1080.0,2.0,138.0,6,1,GB,53.6066,-2.2137
1.0,1.0,2.0,5.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,5.0,4.0,0.0,4.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0,5.0,3.0,19026.0,2766.0,4193.0,3382.0,3641.0,2514.0,4022.0,6082.0,3633.0,2198.0,7347.0,13672.0,2693.0,2270.0,3260.0,2085.0,2490.0,2539.0,1615.0,6633.0,8482.0,6066.0,1906.0,5044.0,3488.0,3245.0,2661.0,3034.0,3220.0,5410.0,0.0,2725.0,7719.0,6771.0,2384.0,9051.0,3682.0,4703.0,2174.0,13730.0,2319.0,3714.0,3342.0,3496.0,3926.0,2133.0,2425.0,6585.0,1890.0,3114.0,2016-03-05 17:31:37,1600.0,900.0,13.0,227.0,9,1,US,40.4447,-98.2739
4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3005.0,1634.0,1707.0,1411.0,6034.0,1552.0,6820.0,1094.0,3230.0,1082.0,1023.0,1539.0,1828.0,1405.0,6835.0,2045.0,1864.0,1274.0,1695.0,1359.0,1394.0,1300.0,1575.0,6102.0,1269.0,1358.0,1866.0,2115.0,1287.0,1539.0,1299.0,1358.0,1239.0,2345.0,1944.0,1369.0,1283.0,2368.0,1298.0,1190.0,1791.0,1563.0,1599.0,1399.0,2645.0,3162.0,3246.0,6258.0,1274.0,1093.0,2016-03-05 17:31:47,1138.0,640.0,4.0,110.0,7,52,GB,51.5,-0.13
4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,22182.0,25599.0,8256.0,13631.0,7689.0,2430.0,4182.0,3193.0,10925.0,4678.0,6613.0,7142.0,3365.0,2590.0,4836.0,13520.0,2716.0,6432.0,13067.0,10790.0,8723.0,41153.0,3280.0,2719.0,1381.0,2452.0,4501.0,8197.0,5704.0,3008.0,6850.0,2109.0,2551.0,9011.0,9614.0,10267.0,11103.0,22255.0,3404.0,6508.0,2931.0,3833.0,13793.0,2374.0,4029.0,21478.0,2723.0,7898.0,6843.0,2146.0,2016-03-05 17:32:06,1366.0,768.0,3.0,409.0,30,174,MY,3.0833,101.65
3.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5440.0,2749.0,3319.0,3153.0,2023.0,2227.0,3686.0,2812.0,10463.0,3430.0,4234.0,4152.0,3228.0,4420.0,2952.0,5262.0,2124.0,2571.0,2352.0,1273.0,4987.0,5957.0,2610.0,2416.0,3145.0,3129.0,4156.0,6134.0,3154.0,3382.0,2427.0,1834.0,4383.0,4154.0,3622.0,5612.0,2426.0,3514.0,4269.0,4841.0,3191.0,5000.0,1967.0,3858.0,2984.0,2969.0,3122.0,2328.0,4136.0,2381.0,2016-03-05 17:32:13,1280.0,800.0,12.0,182.0,16,1,DK,55.6761,12.5683
1.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,3002.0,1407.0,1335.0,1551.0,10676.0,1611.0,10012.0,986.0,2778.0,6818.0,2200.0,1466.0,1263.0,1119.0,1335.0,2106.0,1047.0,2787.0,1081.0,1503.0,2164.0,1514.0,1069.0,1431.0,1275.0,1539.0,1094.0,890.0,1394.0,1155.0,3631.0,1865.0,3605.0,1575.0,1876.0,2164.0,1382.0,2301.0,1060.0,1167.0,2607.0,1310.0,1118.0,2139.0,1177.0,2787.0,709.0,1224.0,2696.0,927.0,2016-03-05 17:34:22,1138.0,640.0,2.0,109.0,4,52,GB,51.5,-0.13
5.0,1.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,4494.0,13261.0,6930.0,10851.0,5301.0,7262.0,7766.0,8038.0,6084.0,8182.0,2623.0,5234.0,8451.0,3518.0,9382.0,7384.0,4182.0,6635.0,5870.0,15331.0,16147.0,10101.0,3451.0,5417.0,8300.0,3769.0,5367.0,3749.0,3250.0,5132.0,1481.0,6367.0,6233.0,17618.0,8000.0,6782.0,3101.0,10432.0,4035.0,482.0,18052.0,7004.0,12651.0,3767.0,3358.0,4085.0,6683.0,4017.0,4549.0,703.0,2016-03-05 17:35:02,320.0,568.0,2.0,342.0,23,1,CA,46.4024,-72.5846
2.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,3.0,6531.0,4652.0,6450.0,4601.0,6019.0,3847.0,5260.0,5988.0,8988.0,3956.0,27107.0,3580.0,1670.0,3121.0,3288.0,1871.0,2119.0,65763.0,3329.0,1757.0,9147.0,5330.0,38652.0,4950.0,7856.0,2542.0,6351.0,2148.0,3458.0,4363.0,3432.0,4816.0,5294.0,2599.0,44669.0,9075.0,3821.0,8010.0,5537.0,2405.0,4517.0,5453.0,2420.0,1635.0,3323.0,2460.0,12481.0,11435.0,3953.0,2018.0,2016-03-05 17:35:34,1366.0,768.0,14.0,406.0,50,174,MY,3.0833,101.65
3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,4.0,2.0,3.0,0.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,0.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,11434.0,5230.0,1497.0,5934.0,9667.0,9621.0,40226.0,4174.0,66397.0,3220.0,6993.0,6845.0,3665.0,3469.0,46795.0,3045.0,0.0,17280.0,2264.0,2363.0,17464.0,14881.0,1709.0,5308.0,33383.0,4828.0,81392.0,2379.0,3063.0,2458.0,0.0,12090.0,2488.0,4731.0,4533.0,119725.0,4662.0,4455.0,3755.0,5711.0,5193.0,6473.0,25873.0,17739.0,89359.0,3911.0,21394.0,3338.0,3262.0,2634.0,2016-03-05 17:36:27,1366.0,768.0,13.0,760.0,17,1,US,40.6565,-73.6093
